AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,Class
143668,1446.12,553.8131,332.1207,0.8002,427.6959,0.9889,145285,0.6735,1.6675,0.8633,0.7723,0.0039,0.0023,0.5964,0.9945,128.553,120.6565,118.803,36.4798,31.1817,28.1015,-0.4365,0.0932,-0.0289,2.632,2.3267,2.8283,-25466613760.0,-21805602816,-20795639808,64.2773,60.3334,59.4063,DOKOL
63328,933.937,342.7969,235.6772,0.7262,283.9572,0.989,64034,0.7314,1.4545,0.9124,0.8284,0.0054,0.0037,0.6862,0.998,124.5606,118.4637,120.8829,36.5092,28.4547,28.8523,-0.4824,0.1322,0.2138,2.5152,2.3865,2.3229,-10537278464.0,-9129949184,-9538518016,62.2768,59.2333,60.443,DOKOL
113667,1251.496,462.6203,313.1204,0.7361,380.4278,0.9936,114397,0.7141,1.4775,0.912,0.8223,0.0041,0.0028,0.6762,0.9991,106.0841,102.9813,102.1894,29.5004,25.2654,26.7632,-0.5569,0.0164,0.0122,2.6954,2.5862,2.642,-13137970176.0,-12061977600,-11979322368,53.042,51.4936,51.0969,DOKOL
148679,1477.3669,565.0262,337.5208,0.802,435.0908,0.9868,150670,0.7216,1.674,0.856,0.77,0.0038,0.0023,0.593,0.9926,126.7722,116.5987,111.2925,29.0442,25.2677,26.9988,-0.8253,-0.5379,-0.2507,3.4986,3.0595,2.6528,-24711442432.0,-20416264192,-18694287360,63.3922,58.3059,55.6558,DOKOL
153353,1501.488,585.9454,335.2349,0.8202,441.8768,0.9885,155138,0.8264,1.7479,0.8548,0.7541,0.0038,0.0022,0.5687,0.994,126.1267,114.0718,107.9288,32.4403,27.7592,26.2087,-0.7002,-0.1769,-0.1947,3.0101,2.6121,2.898,-25620695040.0,-20371875840,-18021154816,63.0634,57.0336,53.9624,DOKOL
123912,1294.531,470.6189,335.611,0.701,397.2023,0.9946,124580,0.7447,1.4023,0.9292,0.844,0.0038,0.0027,0.7123,0.9989,157.4652,157.1221,122.8388,35.4495,27.8306,27.6271,-1.6032,-1.3571,-0.8643,5.2858,4.6155,2.9823,-33083486208.0,-32179709952,-19168829440,78.719,78.5565,61.4135,DOKOL
149845,1467.722,573.7374,333.2054,0.8141,436.7935,0.9918,151080,0.782,1.7219,0.8741,0.7613,0.0038,0.0022,0.5796,0.998,127.3161,121.9014,116.2971,35.7104,30.7762,26.1071,-0.2539,0.1865,0.0545,2.3286,2.1057,2.337,-25953759232.0,-23181002752,-20554786816,63.6564,60.9527,58.15,DOKOL
144975,1426.858,535.9053,345.1051,0.7651,429.6369,0.9922,146121,0.7083,1.5529,0.8948,0.8017,0.0037,0.0024,0.6427,0.9981,90.1562,85.9035,106.8337,35.7263,31.4692,29.6485,-0.3462,-0.1857,-0.4011,1.9947,2.2828,2.5963,-12801163264.0,-11223094272,-17017174016,45.0746,42.9508,53.4155,DOKOL
136538,1383.509,503.1316,347.8224,0.7226,416.9479,0.9861,138461,0.7651,1.4465,0.8964,0.8287,0.0037,0.0025,0.6868,0.9934,127.6793,119.391,110.7074,31.319,26.0718,25.0809,-1.0953,-0.495,-0.2246,3.7237,2.7819,2.7547,-23258535936.0,-19772581888,-16814415872,63.8393,59.6977,55.3544,DOKOL
162525,1520.96,569.8452,363.798,0.7697,454.8992,0.9908,164034,0.7603,1.5664,0.8829,0.7983,0.0035,0.0022,0.6373,0.9982,115.9823,106.6484,105.1739,23.9022,20.0254,24.4108,-0.7826,0.1732,0.1205,3.9956,3.9793,2.9292,-21932597248.0,-18067736576,-17931122688,57.9908,53.3273,52.5911,DOKOL
129998,1385.066,511.4419,324.9084,0.7723,406.8398,0.9839,132123,0.7914,1.5741,0.8515,0.7955,0.0039,0.0025,0.6328,0.9961,147.9224,147.0918,130.6119,31.3109,28.1133,27.8133,-0.8047,-0.7814,-0.1875,3.1951,3.616,2.5203,-30063687680.0,-29396901888,-22887102464,73.9641,73.5476,65.3109,DOKOL
151554,1454.797,541.0281,357.0083,0.7514,439.2773,0.9941,152457,0.7711,1.5154,0.8999,0.8119,0.0036,0.0024,0.6592,0.999,120.3432,113.7172,111.5773,30.958,28.3032,28.9196,-0.5568,-0.1291,-0.4224,2.7565,2.0132,2.4708,-22836240384.0,-20062943232,-19353348096,60.1711,56.8617,55.7905,DOKOL
168314,1634.188,611.652,396.3839,0.7616,462.9298,0.8996,187089,0.7235,1.5431,0.792,0.7569,0.0036,0.0024,0.5728,0.8839,137.4287,132.7355,112.0415,44.1489,38.7483,32.6756,-0.6656,-0.2513,-0.0758,2.5051,2.0314,2.0474,-35449040896.0,-32200501248,-22167502848,68.7021,66.3655,56.0165,DOKOL
168126,1581.353,611.1715,369.9803,0.7959,462.6712,0.9631,174568,0.7604,1.6519,0.8449,0.757,0.0036,0.0022,0.5731,0.9467,146.9061,142.7693,121.4654,38.6587,33.8851,29.1743,-0.6238,-0.4378,-0.0771,2.3763,2.0408,2.207,-39435071488.0,-36480671744,-25608919040,73.4496,71.3864,60.7363,DOKOL
169280,1586.569,589.5577,367.1072,0.7825,464.2564,0.984,172030,0.8013,1.606,0.8451,0.7875,0.0035,0.0022,0.6201,0.9959,92.7203,88.0182,94.1285,33.1262,32.0901,30.2597,-0.0145,0.2911,0.3809,2.2515,2.5533,2.9864,-15413698560.0,-13831546880,-15511823360,46.3573,44.0072,47.0639,DOKOL
145165,1466.083,557.8549,332.8617,0.8025,429.9184,0.9873,147033,0.7875,1.6759,0.8487,0.7707,0.0038,0.0023,0.5939,0.9954,128.5056,131.2321,122.2016,35.513,28.6195,26.6073,-0.4317,-0.0886,0.0407,2.576,2.4257,2.6105,-25586776064.0,-25897383936,-22129747968,64.2511,65.6186,61.1032,DOKOL
148181,1486.942,548.4078,345.0912,0.7772,434.3615,0.9836,150658,0.7615,1.5892,0.8422,0.792,0.0037,0.0023,0.6273,0.9969,117.7226,106.7267,107.3839,30.94,25.6583,23.3937,-0.2674,0.2234,-0.0148,2.8783,2.6634,3.1703,-21350381568.0,-16970543104,-16980877312,58.8666,53.3667,53.6962,DOKOL
178137,1613.375,611.778,371.4034,0.7946,476.2469,0.9873,180422,0.7743,1.6472,0.86,0.7785,0.0034,0.0021,0.606,0.9982,143.0229,143.8989,128.4096,37.762,30.5346,30.1872,-1.003,-0.9088,-0.4555,2.9256,2.954,2.3999,-39396945920.0,-38781554688,-30570317824,71.5079,71.9472,64.2028,DOKOL
65590,1039.924,372.3486,279.8673,0.6596,288.984,0.8366,78398,0.6711,1.3304,0.7622,0.7761,0.0057,0.0043,0.6023,0.8014,141.569,136.7961,135.4096,41.6167,34.2671,38.2116,-0.7156,-0.4607,-0.3518,2.4052,2.1771,2.1752,-14466372608.0,-13054647296,-13023705088,70.7745,68.3989,67.7021,DOKOL
136159,1393.309,518.6189,335.3107,0.7629,416.3689,0.9861,138084,0.7806,1.5467,0.8814,0.8028,0.0038,0.0025,0.6446,0.9969,134.3338,136.4624,126.5629,33.1957,25.9266,27.7518,-1.1731,-0.9182,-0.5872,3.6602,3.072,2.4775,-25964941312.0,-26091556864,-22433945600,67.1659,68.2293,63.28,DOKOL
207698,1792.785,677.1498,416.9406,0.788,514.2463,0.9484,219006,0.7689,1.6241,0.8121,0.7594,0.0033,0.002,0.5767,0.9367,145.4176,140.5934,124.4999,40.5422,38.8919,40.2708,-0.9072,-0.6832,-0.5483,2.9171,2.4375,2.1652,-48090140672.0,-44608540672,-35265921024,72.7093,70.2954,62.2473,DOKOL
138061,1397.4399,533.3875,330.7272,0.7846,419.2669,0.9927,139081,0.8196,1.6128,0.8884,0.786,0.0039,0.0024,0.6179,0.9965,92.219,89.3161,98.4758,25.2724,23.707,25.2079,-0.1183,0.5878,0.2499,2.8761,3.4091,2.8337,-11680705536.0,-10830333952,-13359763456,46.1121,44.6619,49.2393,DOKOL
172108,1570.163,586.244,376.8531,0.766,468.1183,0.9895,173926,0.7891,1.5556,0.8772,0.7985,0.0034,0.0022,0.6376,0.9919,128.667,132.6658,116.1276,35.287,30.4518,30.2622,-0.6243,-0.4752,-0.3009,2.7212,2.3369,2.2023,-30370191360.0,-31635632128,-24030167040,64.3255,66.3309,58.0594,DOKOL
137932,1404.546,524.6572,335.7947,0.7684,419.071,0.987,139753,0.7834,1.5624,0.8786,0.7988,0.0038,0.0024,0.638,0.9968,108.3867,108.3924,104.5471,27.3157,22.0612,26.2298,-0.6428,-0.2864,-0.2365,2.6462,3.0183,2.6045,-16443756544.0,-16013483008,-15180389376,54.192,54.1965,52.2736,DOKOL
207029,1765.353,704.8253,375.3293,0.8464,513.4175,0.9929,208510,0.8048,1.8779,0.8348,0.7284,0.0034,0.0018,0.5306,0.9964,113.2164,106.724,117.7281,24.9791,18.315,21.0425,-0.8902,0.5687,-0.0853,4.1634,4.7953,3.1464,-26686932992.0,-22885431296,-28511535104,56.6093,53.3635,58.8649,DOKOL
151596,1499.804,576.5701,335.9818,0.8127,439.3382,0.989,153288,0.7504,1.7161,0.8469,0.762,0.0038,0.0022,0.5806,0.9964,92.1805,81.3582,86.5462,19.9001,15.9618,20.6301,-0.7349,1.4089,0.4577,4.1889,12.0608,5.1296,-12369060864.0,-9288654848,-10901436416,46.0882,40.6796,43.2733,DOKOL
127056,1364.663,500.5718,325.939,0.759,402.2098,0.9852,128962,0.8154,1.5358,0.8573,0.8035,0.0039,0.0026,0.6456,0.9915,127.374,123.5819,115.2354,33.8982,32.0639,32.417,-0.7237,-0.7096,-0.2739,2.5946,2.8401,2.4182,-21812361216.0,-20323153920,-17674768384,63.6851,61.7918,57.6178,DOKOL
138262,1403.356,542.065,326.1642,0.7987,419.572,0.9935,139162,0.7554,1.6619,0.8822,0.774,0.0039,0.0024,0.5991,0.9957,140.7846,140.9268,119.4874,31.2249,25.8886,25.9502,-1.1736,-0.751,-0.4546,3.9672,2.9005,2.4017,-28823592960.0,-28359831552,-20046186496,70.3907,70.4653,59.7454,DOKOL
138766,1392.42,520.9381,340.4706,0.7569,420.336,0.9918,139911,0.7941,1.5301,0.8994,0.8069,0.0038,0.0025,0.6511,0.9962,138.2284,140.6042,120.6224,31.1543,24.4073,26.7193,-0.6206,-0.0074,-0.2799,3.2517,2.1487,2.358,-27851569152.0,-28201566208,-20593477632,69.1097,70.3039,60.3105,DOKOL
153752,1497.799,560.4558,353.3676,0.7762,442.4513,0.9892,155433,0.7751,1.586,0.8612,0.7894,0.0036,0.0023,0.6232,0.9885,123.3951,122.2981,110.3003,32.8187,29.3027,28.7117,-0.2915,0.0755,-0.0208,2.6873,2.3885,2.3633,-24623306752.0,-23769907200,-19163858944,61.6948,61.1454,55.1508,DOKOL
158096,1524.178,572.8527,353.2698,0.7872,448.6581,0.9898,159732,0.7927,1.6216,0.8552,0.7832,0.0036,0.0022,0.6134,0.9947,131.011,126.9325,123.286,31.5014,27.8971,29.4054,-0.7751,-0.3663,-0.276,3.2905,2.662,2.5694,-28433750016.0,-26227253248,-24855111680,65.5095,63.4692,61.6467,DOKOL
143261,1423.744,529.3361,348.0392,0.7535,427.0897,0.9917,144456,0.7867,1.5209,0.8881,0.8068,0.0037,0.0024,0.651,0.9901,123.4206,121.5066,113.2295,27.4058,21.376,24.428,-0.8441,-0.1595,-0.0611,3.7231,2.957,2.5269,-22358900736.0,-21127413760,-18436028416,61.7091,60.7543,56.6157,DOKOL
146827,1447.351,558.1056,335.986,0.7985,432.3725,0.9919,148026,0.7909,1.6611,0.8808,0.7747,0.0038,0.0023,0.6002,0.997,138.3335,142.1838,127.8503,34.6434,26.6523,28.1135,-0.9658,-0.7588,-0.5966,3.2163,2.7036,2.6183,-29931704320.0,-30763431936,-24745015296,69.1715,71.0927,63.9276,DOKOL
158924,1497.396,549.2912,370.9325,0.7375,449.8315,0.9886,160755,0.8115,1.4808,0.8907,0.8189,0.0035,0.0023,0.6706,0.9931,95.7466,86.3088,94.1414,32.3151,29.2402,29.8508,0.0356,0.5209,0.255,2.4563,3.0237,2.8602,-15297030144.0,-12183407616,-14515734528,47.8745,43.1585,47.0748,DOKOL
102215,1196.941,428.5742,304.2583,0.7043,360.755,0.9858,103689,0.7654,1.4086,0.8966,0.8418,0.0042,0.003,0.7086,0.9981,134.0974,133.3062,128.2752,33.1023,26.6144,33.9535,-0.6693,-0.2162,0.0862,2.9913,2.3779,2.0656,-19424120832.0,-18696521728,-17824847872,67.0369,66.6489,64.1329,DOKOL
187667,1650.6479,612.0896,393.5074,0.766,488.8201,0.9859,190342,0.802,1.5555,0.8655,0.7986,0.0033,0.0021,0.6378,0.992,130.8046,124.76,115.6849,35.6407,31.3167,26.6174,-0.5832,-0.0045,-0.053,2.5308,1.8065,2.0029,-34302599168.0,-30521284608,-25522841600,65.4045,62.3802,57.8438,DOKOL
143352,1427.5811,515.6693,354.6234,0.726,427.2253,0.9865,145320,0.7724,1.4541,0.8839,0.8285,0.0036,0.0025,0.6864,0.9981,132.1553,132.8907,122.4844,34.6297,26.3806,26.2227,-0.5431,0.0547,0.1644,2.9605,2.5738,2.4806,-26626850816.0,-26030348288,-21924487168,66.0842,66.4524,61.2513,DOKOL
242106,1897.218,733.3027,424.0022,0.8159,555.2107,0.9891,244779,0.7937,1.7295,0.8452,0.7571,0.003,0.0018,0.5733,0.9914,101.7057,88.4157,91.0843,33.4057,26.3415,28.5225,-0.6433,-0.1795,-0.2889,2.634,2.8078,2.5781,-26404036608.0,-18962182144,-20471883776,50.8506,44.208,45.5415,DOKOL
138769,1404.488,516.3408,344.0673,0.7456,420.3405,0.9906,140090,0.7613,1.5007,0.884,0.8141,0.0037,0.0025,0.6627,0.9945,127.2342,128.8756,108.2445,31.9082,23.6834,24.2242,-1.127,-1.184,-0.462,3.5441,5.0311,2.8754,-23532441600.0,-23373099008,-16232477696,63.6097,64.4325,54.1157,DOKOL
140276,1396.4659,515.7888,346.9041,0.74,422.6168,0.9889,141850,0.7916,1.4868,0.9039,0.8194,0.0037,0.0025,0.6714,0.9982,67.6805,67.6815,80.916,20.7385,20.7076,23.7326,0.1936,0.7228,0.2103,3.1327,5.3155,3.3467,-6105571840.0,-6109187072,-9001221120,33.8296,33.833,40.4505,DOKOL
84406,1084.765,394.5068,273.1771,0.7215,327.8247,0.9899,85271,0.7607,1.4441,0.9014,0.831,0.0047,0.0032,0.6905,0.9972,117.6417,117.4836,109.968,28.2245,24.4929,28.6701,-0.7859,-0.2979,-0.2522,3.2901,2.6577,2.3298,-11970220032.0,-11736947712,-10450410496,58.8164,58.7378,54.9815,DOKOL
123321,1332.6071,506.1284,311.3531,0.7884,396.2539,0.9925,124256,0.7242,1.6256,0.8727,0.7829,0.0041,0.0025,0.613,0.9964,130.1135,132.4925,105.5937,29.3013,22.0335,24.5488,-1.4281,-1.2616,-0.9384,4.451,4.1482,3.1862,-21648541696.0,-21911853056,-13716354048,65.0504,66.2426,52.7944,DOKOL
158028,1524.984,583.8958,345.9882,0.8055,448.5616,0.9873,160056,0.7571,1.6876,0.8539,0.7682,0.0037,0.0022,0.5902,0.996,82.5868,83.1525,71.8996,26.2801,22.8516,23.3565,0.0021,0.3595,0.8054,2.2752,2.9607,3.7498,-10801320960.0,-10640450560,-7991440384,41.2964,41.5789,35.9537,DOKOL
152858,1488.0179,568.9197,342.9484,0.7979,441.1631,0.9905,154319,0.7428,1.6589,0.8675,0.7754,0.0037,0.0022,0.6013,0.9975,132.7679,133.1531,109.2124,27.3917,21.3134,24.2073,-1.3334,-0.7725,-0.1043,4.9389,3.9493,2.513,-27783301120.0,-27393744896,-18219714560,66.3831,66.5772,54.6087,DOKOL
80044,1059.046,378.1419,270.6614,0.6983,319.2416,0.9883,80990,0.7521,1.3971,0.8968,0.8442,0.0047,0.0034,0.7127,0.9958,108.7848,106.1162,100.9971,31.1041,26.1951,29.3865,-0.3851,-0.2607,-0.1599,2.2247,2.4509,2.2165,-9834114048.0,-9082079232,-8377428480,54.3915,53.0591,50.5,DOKOL
143446,1435.196,546.4086,335.3802,0.7895,427.3653,0.9896,144948,0.7641,1.6292,0.8751,0.7821,0.0038,0.0023,0.6117,0.9967,110.9879,105.9641,97.8208,27.2662,24.2229,24.2473,-0.5142,-0.2695,-0.3096,2.7046,2.5783,2.7048,-17955272704.0,-16053414912,-13601080320,55.4929,52.9835,48.9122,DOKOL
143356,1426.459,550.8297,331.6248,0.7985,427.2312,0.9938,144249,0.7981,1.661,0.8853,0.7756,0.0038,0.0023,0.6016,0.9992,116.643,119.1973,106.4353,39.2311,37.3937,31.0386,-0.4753,-0.5714,-0.5239,2.0547,2.0053,2.1746,-21292279808.0,-21961005056,-16844609536,58.3145,59.5924,53.2102,DOKOL
134664,1385.511,514.5657,334.5349,0.7598,414.0767,0.9883,136252,0.7508,1.5382,0.8815,0.8047,0.0038,0.0025,0.6476,0.996,113.9397,116.5125,99.0061,32.4323,27.3087,27.4219,-0.8056,-0.712,-0.2154,2.796,3.2864,2.5952,-18296057856.0,-18637944832,-13358255104,56.9622,58.2536,49.5023,DOKOL
153700,1453.689,524.5832,373.9211,0.7014,442.3764,0.991,155102,0.7193,1.4029,0.914,0.8433,0.0034,0.0024,0.7111,0.9977,93.5604,85.7477,89.9195,30.0004,27.9261,30.1835,-0.0107,0.3057,0.1187,2.326,2.5033,2.2966,-13876976640.0,-11490749440,-12859614208,46.7758,42.872,44.9593,DOKOL
165987,1559.245,596.3097,355.5895,0.8027,459.7186,0.9904,167596,0.6741,1.677,0.8579,0.7709,0.0036,0.0021,0.5943,0.9967,86.866,75.7861,81.557,23.2889,17.5292,20.2279,-0.3133,0.7759,0.4882,2.7638,6.2666,4.2262,-12248570880.0,-8850424832,-10523205632,43.4317,37.892,40.7792,DOKOL
142413,1438.217,527.6629,346.8893,0.7535,425.8238,0.9794,145415,0.7121,1.5211,0.8652,0.807,0.0037,0.0024,0.6512,0.9906,99.3857,93.6736,89.6992,29.2598,25.4742,26.4597,-0.5024,-0.1638,-0.0987,2.4505,2.3521,2.4319,-14408605696.0,-12457070592,-11494690816,49.6982,46.8458,44.8598,DOKOL
105070,1210.703,458.1432,293.0307,0.7687,365.7585,0.9931,105801,0.7731,1.5635,0.9008,0.7983,0.0044,0.0028,0.6374,0.9965,114.7241,104.4016,99.7833,38.1157,32.1393,31.7317,-0.5697,-0.2742,0.1558,2.4049,2.6186,2.3792,-14994750464.0,-11969929216,-10921406464,57.3666,52.2059,49.8991,DOKOL
149806,1435.4399,526.9439,362.1404,0.7264,436.7367,0.994,150711,0.7497,1.4551,0.9136,0.8288,0.0035,0.0024,0.6869,0.9995,86.4547,84.1901,86.5173,27.4213,22.9275,23.6478,-0.516,0.3263,0.3548,2.7327,3.492,3.157,-11310804992.0,-10350289920,-11004194816,43.2231,42.0917,43.2564,DOKOL
116078,1265.715,452.304,327.0038,0.6909,384.4413,0.9907,117168,0.7919,1.3832,0.9105,0.85,0.0039,0.0028,0.7224,0.9993,102.6787,91.7938,97.1706,31.6562,26.2398,30.9115,-0.3334,0.1243,-0.05,2.472,2.9314,2.3204,-12749470720.0,-9801904128,-11373991936,51.3459,45.9033,48.5902,DOKOL
131409,1370.5649,500.5441,334.8896,0.7432,409.0417,0.9845,133481,0.773,1.4947,0.8791,0.8172,0.0038,0.0025,0.6678,0.9981,107.0578,102.51,101.2176,29.741,25.9342,25.9849,-0.3849,-0.2744,-0.2033,2.5417,2.7433,2.5527,-15499586560.0,-13863550976,-13512093696,53.5234,51.2516,50.6075,DOKOL
136187,1410.527,536.2725,323.7206,0.7972,416.4117,0.9909,137436,0.7169,1.6566,0.8602,0.7765,0.0039,0.0024,0.6029,0.9988,133.9527,136.4339,117.6208,36.1539,29.2834,26.6625,-1.1898,-1.5608,-0.8164,3.9605,5.9608,3.9635,-26162874368.0,-26388185088,-19162105856,66.9823,68.2199,58.8154,DOKOL
163097,1527.1021,569.0895,366.1877,0.7655,455.699,0.9885,164998,0.7754,1.5541,0.8789,0.8008,0.0035,0.0022,0.6412,0.9965,117.9215,116.5512,110.1317,39.1296,37.7421,29.8772,0.0709,0.1504,0.187,1.9378,1.8446,2.2112,-24762406912.0,-23992227840,-20408354816,58.9653,58.2801,55.0705,DOKOL
219822,1819.8311,719.0757,392.0395,0.8383,529.0426,0.9887,222332,0.6801,1.8342,0.8341,0.7357,0.0033,0.0018,0.5413,0.9928,116.9087,104.9077,105.8488,30.2778,24.2176,21.834,-0.2516,0.2781,0.4566,2.4601,2.4437,3.0428,-31118913536.0,-24103757824,-24259950592,58.4552,52.4561,52.9273,DOKOL
164567,1487.1,534.5702,393.8198,0.6762,457.748,0.9923,165851,0.8022,1.3574,0.9351,0.8563,0.0032,0.0024,0.7332,0.9953,91.3863,92.7191,99.0692,28.699,24.5498,25.4002,-0.3171,0.2653,0.1568,2.4141,2.8779,2.5941,-14026025984.0,-14014118912,-16140537856,45.6957,46.3607,49.5348,DOKOL
137347,1413.416,538.478,328.7764,0.792,418.1813,0.9912,138563,0.8289,1.6378,0.864,0.7766,0.0039,0.0024,0.6031,0.9878,141.5468,141.1918,126.0752,29.0135,16.2099,18.1721,-1.3498,-0.5837,-0.1366,4.3849,3.5771,3.0493,-28723490816.0,-27570794496,-21692766208,70.7684,70.5944,63.0347,DOKOL
86213,1096.823,384.0147,286.8239,0.6649,331.3152,0.9863,87412,0.7599,1.3389,0.9006,0.8628,0.0045,0.0033,0.7444,0.9966,128.0791,132.0382,128.1861,33.9071,25.8739,30.5054,-0.9187,-0.2473,-0.0953,3.2571,2.6035,2.2506,-14963954688.0,-15412930560,-14767569920,64.0398,66.0221,64.0946,DOKOL
131633,1361.001,523.6849,320.7245,0.7905,409.3902,0.9946,132350,0.7173,1.6328,0.893,0.7817,0.004,0.0024,0.6111,0.9979,140.412,146.1667,120.724,33.2685,26.5972,30.2893,-1.2537,-0.9379,-0.7316,4.0844,3.3333,2.6515,-27505881088.0,-29232230400,-19893506048,70.201,73.082,60.3587,DOKOL
162413,1540.894,588.4892,352.1533,0.8012,454.7424,0.9883,164338,0.7888,1.6711,0.8596,0.7727,0.0036,0.0022,0.5971,0.9978,104.3719,106.077,99.5672,32.3361,29.965,32.7584,-0.0593,0.2299,0.3929,2.4099,2.6886,2.5289,-18525579264.0,-18846535680,-16949679104,52.1823,53.0364,49.7803,DOKOL
152861,1474.135,548.472,356.6191,0.7598,441.1674,0.9832,155467,0.7432,1.538,0.884,0.8044,0.0036,0.0023,0.647,0.9951,140.0859,141.3672,112.449,33.8589,27.2044,30.1274,-1.1076,-0.8177,-0.2643,3.4693,2.9983,2.521,-31869728768.0,-31696930816,-19971598336,70.0434,70.6863,56.2308,DOKOL
79063,1031.912,368.2993,273.6987,0.6691,317.2793,0.9911,79772,0.7706,1.3456,0.933,0.8615,0.0047,0.0035,0.7421,0.9986,124.2196,120.6049,115.2032,29.5704,22.8102,27.2444,-0.9161,-0.2633,-0.0741,3.3129,2.6799,2.3059,-12626919424.0,-11538566144,-10692658176,62.1074,60.3029,57.5994,DOKOL
156886,1507.4919,592.6061,338.0879,0.8213,446.9379,0.993,157985,0.8113,1.7528,0.8675,0.7542,0.0038,0.0022,0.5688,0.997,112.6683,110.5582,112.6755,26.9942,22.8193,27.6876,-0.5164,-0.0634,-0.2612,2.6686,2.5359,2.4098,-20228263936.0,-19058726912,-20309366784,56.3367,55.2845,56.3424,DOKOL
142575,1429.6121,551.2555,331.1201,0.7995,426.0659,0.9896,144067,0.7905,1.6648,0.8766,0.7729,0.0039,0.0023,0.5974,0.9945,122.5967,127.4633,116.8129,36.1958,34.146,30.5776,-0.5307,-0.7168,-0.6998,2.3883,2.3417,2.7115,-22939207680.0,-24542578688,-20170919936,61.2985,63.7344,58.4079,DOKOL
142214,1424.568,526.2787,345.5464,0.7543,425.5261,0.9906,143567,0.6836,1.523,0.8806,0.8086,0.0037,0.0024,0.6538,0.9957,138.2036,141.054,120.0515,34.2693,27.0881,27.5256,-0.9727,-0.5929,-0.2757,3.1515,2.4925,2.3078,-28889290752.0,-29343639552,-20975187968,69.1077,70.5254,60.0301,DOKOL
155568,1460.313,532.6481,372.7497,0.7143,445.0565,0.993,156657,0.7966,1.429,0.9167,0.8356,0.0034,0.0024,0.6982,0.9976,129.0173,122.4161,126.602,29.2429,25.8179,28.2153,-0.665,-0.252,-0.4096,3.3682,2.8233,2.7539,-26843707392.0,-23717097472,-25701896192,64.5115,61.2097,63.3051,DOKOL
163093,1531.929,581.2218,358.1298,0.7876,455.6934,0.9904,164682,0.6698,1.6229,0.8733,0.784,0.0036,0.0022,0.6147,0.9976,98.7675,91.2506,99.879,29.5767,25.4717,28.5671,-0.2066,0.191,0.2628,2.4353,3.7608,2.7967,-16340675584.0,-13530089472,-16607783936,49.3794,45.6244,49.9393,DOKOL
146923,1447.576,534.4625,351.8184,0.7528,432.5138,0.9827,149508,0.7877,1.5191,0.8811,0.8092,0.0036,0.0024,0.6549,0.9949,106.2999,100.6399,105.415,27.4353,23.6344,27.4004,-0.482,0.2283,0.0242,2.8056,2.8178,2.2416,-16844092416.0,-14728862720,-16565671936,53.1483,50.3207,52.706,DOKOL
103302,1190.031,440.8981,299.0482,0.7348,362.6682,0.9917,104165,0.7662,1.4743,0.9166,0.8226,0.0043,0.0029,0.6766,0.9976,125.2727,120.7123,110.2522,38.1853,35.425,35.4503,-0.0363,0.2193,0.5226,2.2797,2.3516,2.6996,-17561995264.0,-16063511552,-13429844992,62.6374,60.3576,55.1273,DOKOL
146017,1420.212,530.3442,350.9143,0.7498,431.1782,0.9947,146796,0.7812,1.5113,0.9097,0.813,0.0036,0.0024,0.661,0.999,86.8348,84.8184,92.2493,25.6164,24.5587,25.5173,-0.2748,0.6788,0.2708,2.5891,3.5236,3.0671,-10963424256.0,-10383427584,-12390780928,43.4114,42.4066,46.1221,DOKOL
137515,1405.913,499.2482,351.661,0.7098,418.437,0.9814,140115,0.757,1.4197,0.8743,0.8381,0.0036,0.0026,0.7025,0.9973,118.0307,116.4183,116.4908,32.6033,29.0659,32.3829,-0.2312,0.0178,-0.0713,2.5851,2.3997,2.2439,-20101292032.0,-19183765504,-19555231744,59.0189,58.2141,58.2492,DOKOL
114987,1249.179,455.7418,321.8139,0.7081,382.6304,0.9915,115968,0.7675,1.4162,0.926,0.8396,0.004,0.0028,0.7049,0.9982,107.3572,97.9051,102.4415,27.3645,20.8958,22.1535,-0.9381,-0.2003,0.0992,3.1671,5.2429,3.7437,-13440612352.0,-10712332288,-11863322624,53.6758,48.9533,51.2198,DOKOL
134094,1444.811,541.8755,358.6036,0.7497,413.1994,0.9223,145397,0.7292,1.5111,0.8072,0.7625,0.004,0.0027,0.5815,0.8786,159.6494,163.3493,137.3333,33.0396,24.1597,26.3978,-1.7242,-1.8344,-0.7703,5.8826,7.479,3.3739,-36557438976.0,-37481897984,-26087032832,79.8289,81.6792,68.6722,DOKOL
166665,1540.965,583.5817,364.5487,0.7809,460.6566,0.9902,168309,0.7839,1.6008,0.882,0.7894,0.0035,0.0022,0.6231,0.9975,131.7993,133.5096,123.1233,37.6682,35.5831,27.4687,-0.1947,-0.0323,0.2783,2.1123,1.8904,2.4854,-31265529856.0,-31771285504,-25911873536,65.903,66.7591,61.5661,DOKOL
